chain_id,tail_number,flight1_Tail_Number,flight1_Flight_Duration_Minutes,flight1_Dest,flight1_Schedule_DateTime,flight1_Carrier_Airline,flight1_Origin,flight1_Flight_Delay,flight1_Orientation,flight2_Tail_Number,flight2_Flight_Duration_Minutes,flight2_Dest,flight2_Schedule_DateTime,flight2_Carrier_Airline,flight2_Origin,flight2_Flight_Delay,flight2_Orientation,flight3_Tail_Number,flight3_Flight_Duration_Minutes,flight3_Dest,flight3_Schedule_DateTime,flight3_Carrier_Airline,flight3_Origin,flight3_Flight_Delay,flight3_Orientation,ground_time_1,ground_time_2,flight2_PFD,flight2_FTD,flight3_PFD,flight3_FTD,delay_label,delay_category
372,N529EA,N529EA,78.0,HPN,2022-03-08 13:39:00,OH,DCA,-16.0,East-West,N529EA,81.0,DCA,2022-03-08 15:29:00,OH,HPN,-13.0,East-West,N529EA,63.0,PHL,2022-03-08 17:54:00,OH,DCA,-9.0,East-West,32.0,64.0,-16.0,32.0,-13.0,64.0,-9.0,0
373,N529EA,N529EA,81.0,DCA,2022-03-08 15:29:00,OH,HPN,-13.0,East-West,N529EA,63.0,PHL,2022-03-08 17:54:00,OH,DCA,-9.0,East-West,N529EA,122.0,HSV,2022-03-09 07:39:00,OH,DCA,11.0,East-West,64.0,762.0,-13.0,64.0,-9.0,762.0,11.0,1
374,N529EA,N529EA,63.0,PHL,2022-03-08 17:54:00,OH,DCA,-9.0,East-West,N529EA,122.0,HSV,2022-03-09 07:39:00,OH,DCA,11.0,East-West,N529EA,83.0,ILM,2022-03-09 16:27:00,OH,DCA,6.0,North-South,762.0,406.0,-9.0,762.0,11.0,406.0,6.0,1
375,N529EA,N529EA,122.0,HSV,2022-03-09 07:39:00,OH,DCA,11.0,East-West,N529EA,83.0,ILM,2022-03-09 16:27:00,OH,DCA,6.0,North-South,N529EA,80.0,DCA,2022-03-09 18:40:00,OH,ILM,-14.0,North-South,406.0,50.0,11.0,406.0,6.0,50.0,-14.0,0
376,N529EA,N529EA,61.0,PHL,2022-03-12 17:44:00,OH,DCA,183.0,East-West,N529EA,126.0,SAV,2022-03-13 09:00:00,OH,DCA,-25.0,North-South,N529EA,103.0,DCA,2022-03-13 11:36:00,OH,SAV,-18.0,North-South,855.0,30.0,183.0,855.0,-25.0,30.0,-18.0,0
377,N529EA,N529EA,126.0,SAV,2022-03-13 09:00:00,OH,DCA,-25.0,North-South,N529EA,103.0,DCA,2022-03-13 11:36:00,OH,SAV,-18.0,North-South,N529EA,67.0,EWN,2022-03-14 12:39:00,OH,CLT,-16.0,East-West,30.0,1400.0,-25.0,30.0,-18.0,1400.0,-16.0,0
378,N529EA,N529EA,103.0,DCA,2022-03-13 11:36:00,OH,SAV,-18.0,North-South,N529EA,67.0,EWN,2022-03-14 12:39:00,OH,CLT,-16.0,East-West,N529EA,82.0,CLT,2022-03-14 14:17:00,OH,EWN,-16.0,East-West,1400.0,31.0,-18.0,1400.0,-16.0,31.0,-16.0,0
379,N529EA,N529EA,67.0,EWN,2022-03-14 12:39:00,OH,CLT,-16.0,East-West,N529EA,82.0,CLT,2022-03-14 14:17:00,OH,EWN,-16.0,East-West,N529EA,75.0,CRW,2022-03-14 16:34:00,OH,CLT,-20.0,North-South,31.0,55.0,-16.0,31.0,-16.0,55.0,-20.0,0
380,N529EA,N529EA,82.0,CLT,2022-03-14 14:17:00,OH,EWN,-16.0,East-West,N529EA,75.0,CRW,2022-03-14 16:34:00,OH,CLT,-20.0,North-South,N529EA,75.0,CLT,2022-03-14 18:19:00,OH,CRW,0.0,North-South,55.0,30.0,-16.0,55.0,-20.0,30.0,0.0,0
381,N529EA,N529EA,75.0,CRW,2022-03-14 16:34:00,OH,CLT,-20.0,North-South,N529EA,75.0,CLT,2022-03-14 18:19:00,OH,CRW,0.0,North-South,N529EA,118.0,SBN,2022-03-14 20:19:00,OH,CLT,1.0,North-South,30.0,45.0,-20.0,30.0,0.0,45.0,1.0,1
382,N529EA,N529EA,75.0,CLT,2022-03-14 18:19:00,OH,CRW,0.0,North-South,N529EA,118.0,SBN,2022-03-14 20:19:00,OH,CLT,1.0,North-South,N529EA,70.0,CRW,2022-03-15 12:58:00,OH,CLT,-9.0,North-South,45.0,881.0,0.0,45.0,1.0,881.0,-9.0,0
383,N529EA,N529EA,118.0,SBN,2022-03-14 20:19:00,OH,CLT,1.0,North-South,N529EA,70.0,CRW,2022-03-15 12:58:00,OH,CLT,-9.0,North-South,N529EA,75.0,CLT,2022-03-15 14:38:00,OH,CRW,-15.0,North-South,881.0,30.0,1.0,881.0,-9.0,30.0,-15.0,0
384,N529EA,N529EA,134.0,MHT,2022-03-17 16:20:00,OH,CLT,-30.0,East-West,N529EA,154.0,CLT,2022-03-17 19:11:00,OH,MHT,-27.0,East-West,N529EA,80.0,MHT,2022-03-18 14:52:00,OH,PHL,52.0,East-West,37.0,1027.0,-30.0,37.0,-27.0,1027.0,52.0,3
385,N529EA,N529EA,154.0,CLT,2022-03-17 19:11:00,OH,MHT,-27.0,East-West,N529EA,80.0,MHT,2022-03-18 14:52:00,OH,PHL,52.0,East-West,N529EA,92.0,PHL,2022-03-18 16:42:00,OH,MHT,52.0,East-West,1027.0,30.0,-27.0,1027.0,52.0,30.0,52.0,3
386,N529EA,N529EA,80.0,MHT,2022-03-18 14:52:00,OH,PHL,52.0,East-West,N529EA,92.0,PHL,2022-03-18 16:42:00,OH,MHT,52.0,East-West,N529EA,123.0,DCA,2022-03-19 17:31:00,OH,BGR,-12.0,East-West,30.0,1397.0,52.0,30.0,52.0,1397.0,-12.0,0
387,N529EA,N529EA,92.0,PHL,2022-03-18 16:42:00,OH,MHT,52.0,East-West,N529EA,123.0,DCA,2022-03-19 17:31:00,OH,BGR,-12.0,East-West,N529EA,90.0,HPN,2022-03-19 20:15:00,OH,DCA,-32.0,East-West,1397.0,41.0,52.0,1397.0,-12.0,41.0,-32.0,0
388,N529EA,N529EA,123.0,DCA,2022-03-19 17:31:00,OH,BGR,-12.0,East-West,N529EA,90.0,HPN,2022-03-19 20:15:00,OH,DCA,-32.0,East-West,N529EA,92.0,TYS,2022-03-20 12:40:00,OH,DCA,-5.0,East-West,41.0,895.0,-12.0,41.0,-32.0,895.0,-5.0,0
389,N529EA,N529EA,90.0,HPN,2022-03-19 20:15:00,OH,DCA,-32.0,East-West,N529EA,92.0,TYS,2022-03-20 12:40:00,OH,DCA,-5.0,East-West,N529EA,97.0,DCA,2022-03-20 14:44:00,OH,TYS,-13.0,East-West,895.0,32.0,-32.0,895.0,-5.0,32.0,-13.0,0
390,N529EA,N529EA,92.0,TYS,2022-03-20 12:40:00,OH,DCA,-5.0,East-West,N529EA,97.0,DCA,2022-03-20 14:44:00,OH,TYS,-13.0,East-West,N529EA,92.0,CAE,2022-03-20 17:22:00,OH,DCA,-12.0,North-South,32.0,61.0,-5.0,32.0,-13.0,61.0,-12.0,0
391,N529EA,N529EA,97.0,DCA,2022-03-20 14:44:00,OH,TYS,-13.0,East-West,N529EA,92.0,CAE,2022-03-20 17:22:00,OH,DCA,-12.0,North-South,N529EA,91.0,DCA,2022-03-20 19:29:00,OH,CAE,-15.0,North-South,61.0,35.0,-13.0,61.0,-12.0,35.0,-15.0,0
392,N529EA,N529EA,92.0,CAE,2022-03-20 17:22:00,OH,DCA,-12.0,North-South,N529EA,91.0,DCA,2022-03-20 19:29:00,OH,CAE,-15.0,North-South,N529EA,137.0,DCA,2022-03-21 05:33:00,OH,BGR,-28.0,East-West,35.0,513.0,-12.0,35.0,-15.0,513.0,-28.0,0
393,N529EA,N529EA,91.0,DCA,2022-03-20 19:29:00,OH,CAE,-15.0,North-South,N529EA,137.0,DCA,2022-03-21 05:33:00,OH,BGR,-28.0,East-West,N529EA,92.0,TYS,2022-03-21 12:40:00,OH,DCA,15.0,East-West,513.0,290.0,-15.0,513.0,-28.0,290.0,15.0,1
394,N529EA,N529EA,137.0,DCA,2022-03-21 05:33:00,OH,BGR,-28.0,East-West,N529EA,92.0,TYS,2022-03-21 12:40:00,OH,DCA,15.0,East-West,N529EA,97.0,DCA,2022-03-21 14:44:00,OH,TYS,11.0,East-West,290.0,32.0,-28.0,290.0,15.0,32.0,11.0,1
395,N529EA,N529EA,92.0,TYS,2022-03-21 12:40:00,OH,DCA,15.0,East-West,N529EA,97.0,DCA,2022-03-21 14:44:00,OH,TYS,11.0,East-West,N529EA,91.0,DAY,2022-03-21 17:48:00,OH,DCA,-4.0,East-West,32.0,87.0,15.0,32.0,11.0,87.0,-4.0,0
396,N529EA,N529EA,97.0,DCA,2022-03-21 14:44:00,OH,TYS,11.0,East-West,N529EA,91.0,DAY,2022-03-21 17:48:00,OH,DCA,-4.0,East-West,N529EA,74.0,DCA,2022-03-22 09:33:00,OH,GSO,-24.0,East-West,87.0,854.0,11.0,87.0,-4.0,854.0,-24.0,0
397,N529EA,N529EA,91.0,DAY,2022-03-21 17:48:00,OH,DCA,-4.0,East-West,N529EA,74.0,DCA,2022-03-22 09:33:00,OH,GSO,-24.0,East-West,N529EA,83.0,SYR,2022-03-22 15:59:00,OH,DCA,1.0,North-South,854.0,312.0,-4.0,854.0,-24.0,312.0,1.0,1
398,N531EG,N531EG,112.0,DCA,2022-03-05 13:07:00,OH,HSV,-26.0,East-West,N531EG,58.0,ORF,2022-03-06 08:30:00,OH,DCA,1.0,North-South,N531EG,144.0,ECP,2022-03-06 11:40:00,OH,DCA,16.0,East-West,1051.0,132.0,-26.0,1051.0,1.0,132.0,16.0,2
399,N531EG,N531EG,78.0,HPN,2022-03-18 13:39:00,OH,DCA,5.0,East-West,N531EG,81.0,DCA,2022-03-18 15:29:00,OH,HPN,2.0,East-West,N531EG,91.0,DAY,2022-03-18 17:48:00,OH,DCA,2.0,East-West,32.0,58.0,5.0,32.0,2.0,58.0,2.0,1
400,N531EG,N531EG,81.0,DCA,2022-03-18 15:29:00,OH,HPN,2.0,East-West,N531EG,91.0,DAY,2022-03-18 17:48:00,OH,DCA,2.0,East-West,N531EG,144.0,STL,2022-03-19 12:43:00,OH,DCA,-16.0,East-West,58.0,1044.0,2.0,58.0,2.0,1044.0,-16.0,0
401,N531EG,N531EG,124.0,DCA,2022-03-19 14:45:00,OH,STL,-30.0,East-West,N531EG,74.0,DCA,2022-03-20 09:46:00,OH,GSO,-12.0,East-West,N531EG,92.0,DCA,2022-03-20 17:33:00,OH,ALB,245.0,North-South,1017.0,393.0,-30.0,1017.0,-12.0,393.0,245.0,4
402,N531EG,N531EG,74.0,DCA,2022-03-20 09:46:00,OH,GSO,-12.0,East-West,N531EG,92.0,DCA,2022-03-20 17:33:00,OH,ALB,245.0,North-South,N531EG,123.0,DCA,2022-03-21 17:31:00,OH,BGR,10.0,East-West,393.0,1346.0,-12.0,393.0,245.0,1346.0,10.0,1
403,N531EG,N531EG,92.0,DCA,2022-03-20 17:33:00,OH,ALB,245.0,North-South,N531EG,123.0,DCA,2022-03-21 17:31:00,OH,BGR,10.0,East-West,N531EG,90.0,HPN,2022-03-21 20:15:00,OH,DCA,-1.0,East-West,1346.0,41.0,245.0,1346.0,10.0,41.0,-1.0,0
404,N531EG,N531EG,123.0,DCA,2022-03-21 17:31:00,OH,BGR,10.0,East-West,N531EG,90.0,HPN,2022-03-21 20:15:00,OH,DCA,-1.0,East-West,N531EG,63.0,PHL,2022-03-22 17:54:00,OH,DCA,-17.0,East-West,41.0,1209.0,10.0,41.0,-1.0,1209.0,-17.0,0
405,N531EG,N531EG,90.0,HPN,2022-03-21 20:15:00,OH,DCA,-1.0,East-West,N531EG,63.0,PHL,2022-03-22 17:54:00,OH,DCA,-17.0,East-West,N531EG,122.0,HSV,2022-03-23 07:39:00,OH,DCA,-2.0,East-West,1209.0,762.0,-1.0,1209.0,-17.0,762.0,-2.0,0
406,N531EG,N531EG,67.0,ILM,2022-03-24 14:35:00,OH,CLT,-21.0,East-West,N531EG,73.0,CLT,2022-03-24 16:13:00,OH,ILM,-22.0,East-West,N531EG,95.0,IAD,2022-03-24 18:11:00,OH,CLT,-29.0,North-South,31.0,45.0,-21.0,31.0,-22.0,45.0,-29.0,0
407,N531EG,N531EG,73.0,CLT,2022-03-24 16:13:00,OH,ILM,-22.0,East-West,N531EG,95.0,IAD,2022-03-24 18:11:00,OH,CLT,-29.0,North-South,N531EG,92.0,CLT,2022-03-24 20:16:00,OH,IAD,-3.0,North-South,45.0,30.0,-22.0,45.0,-29.0,30.0,-3.0,0
408,N531EG,N531EG,82.0,ILM,2022-03-27 17:00:00,OH,DCA,-3.0,North-South,N531EG,80.0,DCA,2022-03-27 18:52:00,OH,ILM,-1.0,North-South,N531EG,80.0,SYR,2022-03-28 16:01:00,OH,DCA,28.0,North-South,30.0,1189.0,-3.0,30.0,-1.0,1189.0,28.0,2
409,N531EG,N531EG,74.0,CAK,2022-03-29 19:17:00,OH,DCA,-1.0,East-West,N531EG,98.0,SDF,2022-03-30 13:21:00,OH,CLT,-10.0,East-West,N531EG,95.0,CLT,2022-03-30 15:33:00,OH,SDF,-28.0,East-West,1010.0,34.0,-1.0,1010.0,-10.0,34.0,-28.0,0
410,N531EG,N531EG,98.0,SDF,2022-03-30 13:21:00,OH,CLT,-10.0,East-West,N531EG,95.0,CLT,2022-03-30 15:33:00,OH,SDF,-28.0,East-West,N531EG,53.0,GSP,2022-03-31 14:36:00,OH,CLT,-14.0,East-West,34.0,1288.0,-10.0,34.0,-28.0,1288.0,-14.0,0
411,N531EG,N531EG,95.0,CLT,2022-03-30 15:33:00,OH,SDF,-28.0,East-West,N531EG,53.0,GSP,2022-03-31 14:36:00,OH,CLT,-14.0,East-West,N531EG,109.0,VPS,2022-03-31 22:20:00,OH,CLT,115.0,East-West,1288.0,411.0,-28.0,1288.0,-14.0,411.0,115.0,3
412,N532EA,N532EA,67.0,EWN,2022-03-06 12:39:00,OH,CLT,-20.0,East-West,N532EA,82.0,CLT,2022-03-06 14:17:00,OH,EWN,-28.0,East-West,N532EA,75.0,CRW,2022-03-06 16:34:00,OH,CLT,-15.0,North-South,31.0,55.0,-20.0,31.0,-28.0,55.0,-15.0,0
413,N532EA,N532EA,82.0,CLT,2022-03-06 14:17:00,OH,EWN,-28.0,East-West,N532EA,75.0,CRW,2022-03-06 16:34:00,OH,CLT,-15.0,North-South,N532EA,75.0,CLT,2022-03-06 18:19:00,OH,CRW,-26.0,North-South,55.0,30.0,-28.0,55.0,-15.0,30.0,-26.0,0
414,N532EA,N532EA,75.0,CRW,2022-03-06 16:34:00,OH,CLT,-15.0,North-South,N532EA,75.0,CLT,2022-03-06 18:19:00,OH,CRW,-26.0,North-South,N532EA,102.0,CLT,2022-03-07 06:48:00,OH,DAY,-8.0,North-South,30.0,674.0,-15.0,30.0,-26.0,674.0,-8.0,0
415,N532EA,N532EA,75.0,CLT,2022-03-06 18:19:00,OH,CRW,-26.0,North-South,N532EA,102.0,CLT,2022-03-07 06:48:00,OH,DAY,-8.0,North-South,N532EA,88.0,CSG,2022-03-07 20:29:00,OH,CLT,-1.0,East-West,674.0,719.0,-26.0,674.0,-8.0,719.0,-1.0,0
416,N532EA,N532EA,102.0,CLT,2022-03-07 06:48:00,OH,DAY,-8.0,North-South,N532EA,88.0,CSG,2022-03-07 20:29:00,OH,CLT,-1.0,East-West,N532EA,158.0,SHV,2022-03-08 13:25:00,OH,CLT,-3.0,East-West,719.0,928.0,-8.0,719.0,-1.0,928.0,-3.0,0
417,N532EA,N532EA,92.0,CAE,2022-03-24 17:22:00,OH,DCA,8.0,North-South,N532EA,91.0,DCA,2022-03-24 19:29:00,OH,CAE,-11.0,North-South,N532EA,190.0,CLT,2022-03-25 06:15:00,OH,BGR,3.0,East-West,35.0,555.0,8.0,35.0,-11.0,555.0,3.0,1
418,N533AE,N533AE,66.0,EWN,2022-03-01 12:53:00,OH,CLT,-25.0,East-West,N533AE,79.0,CLT,2022-03-01 14:31:00,OH,EWN,-10.0,East-West,N533AE,108.0,CLT,2022-03-02 10:25:00,OH,CAK,-30.0,North-South,32.0,1115.0,-25.0,32.0,-10.0,1115.0,-30.0,0
419,N533AE,N533AE,143.0,AEX,2022-03-03 14:35:00,OH,CLT,-20.0,East-West,N533AE,67.0,ILM,2022-03-04 14:35:00,OH,CLT,-9.0,East-West,N533AE,73.0,CLT,2022-03-04 16:13:00,OH,ILM,-11.0,East-West,1297.0,31.0,-20.0,1297.0,-9.0,31.0,-11.0,0
420,N533AE,N533AE,94.0,CLT,2022-03-05 17:51:00,OH,SDF,-32.0,East-West,N533AE,133.0,BHM,2022-03-06 13:57:00,OH,DCA,-14.0,East-West,N533AE,132.0,PIA,2022-03-07 14:46:00,OH,CLT,24.0,East-West,1112.0,1356.0,-32.0,1112.0,-14.0,1356.0,24.0,2
421,N534AE,N534AE,107.0,CLT,2022-03-03 14:30:00,OH,VPS,-21.0,East-West,N534AE,95.0,IAD,2022-03-03 18:11:00,OH,CLT,-18.0,North-South,N534AE,92.0,CLT,2022-03-03 20:16:00,OH,IAD,-22.0,North-South,114.0,30.0,-21.0,114.0,-18.0,30.0,-22.0,0
422,N534AE,N534AE,95.0,IAD,2022-03-03 18:11:00,OH,CLT,-18.0,North-South,N534AE,92.0,CLT,2022-03-03 20:16:00,OH,IAD,-22.0,North-South,N534AE,147.0,LFT,2022-03-04 13:10:00,OH,CLT,2.0,East-West,30.0,922.0,-18.0,30.0,-22.0,922.0,2.0,1
423,N534AE,N534AE,134.0,CLT,2022-03-04 15:08:00,OH,LFT,-4.0,East-West,N534AE,75.0,CRW,2022-03-05 16:34:00,OH,CLT,-10.0,North-South,N534AE,75.0,CLT,2022-03-05 18:19:00,OH,CRW,10.0,North-South,1392.0,30.0,-4.0,1392.0,-10.0,30.0,10.0,1
424,N534AE,N534AE,75.0,CRW,2022-03-05 16:34:00,OH,CLT,-10.0,North-South,N534AE,75.0,CLT,2022-03-05 18:19:00,OH,CRW,10.0,North-South,N534AE,118.0,SBN,2022-03-05 20:19:00,OH,CLT,-10.0,North-South,30.0,45.0,-10.0,30.0,10.0,45.0,-10.0,0
425,N534AE,N534AE,75.0,CLT,2022-03-05 18:19:00,OH,CRW,10.0,North-South,N534AE,118.0,SBN,2022-03-05 20:19:00,OH,CLT,-10.0,North-South,N534AE,67.0,ILM,2022-03-06 14:35:00,OH,CLT,-22.0,East-West,45.0,978.0,10.0,45.0,-10.0,978.0,-22.0,0
426,N534AE,N534AE,118.0,SBN,2022-03-05 20:19:00,OH,CLT,-10.0,North-South,N534AE,67.0,ILM,2022-03-06 14:35:00,OH,CLT,-22.0,East-West,N534AE,73.0,CLT,2022-03-06 16:13:00,OH,ILM,-24.0,East-West,978.0,31.0,-10.0,978.0,-22.0,31.0,-24.0,0
427,N534AE,N534AE,67.0,ILM,2022-03-06 14:35:00,OH,CLT,-22.0,East-West,N534AE,73.0,CLT,2022-03-06 16:13:00,OH,ILM,-24.0,East-West,N534AE,109.0,VPS,2022-03-06 22:20:00,OH,CLT,-2.0,East-West,31.0,294.0,-22.0,31.0,-24.0,294.0,-2.0,0
428,N534AE,N534AE,53.0,GSP,2022-03-08 14:36:00,OH,CLT,-12.0,East-West,N534AE,53.0,GSP,2022-03-09 14:36:00,OH,CLT,-10.0,East-West,N534AE,95.0,TLH,2022-03-09 18:00:00,OH,CLT,-5.0,North-South,1387.0,151.0,-12.0,1387.0,-10.0,151.0,-5.0,0
429,N534AE,N534AE,104.0,DCA,2022-03-10 19:46:00,OH,SAV,51.0,North-South,N534AE,89.0,HPN,2022-03-11 15:28:00,OH,DCA,-17.0,East-West,N534AE,73.0,DCA,2022-03-11 17:29:00,OH,HPN,13.0,East-West,1078.0,32.0,51.0,1078.0,-17.0,32.0,13.0,1
430,N534AE,N534AE,123.0,HSV,2022-03-14 21:08:00,OH,DCA,-5.0,East-West,N534AE,75.0,HPN,2022-03-15 09:45:00,OH,DCA,-15.0,East-West,N534AE,71.0,DCA,2022-03-15 11:29:00,OH,HPN,-12.0,East-West,634.0,29.0,-5.0,634.0,-15.0,29.0,-12.0,0
431,N534AE,N534AE,75.0,CRW,2022-03-18 16:34:00,OH,CLT,57.0,North-South,N534AE,75.0,CLT,2022-03-18 18:19:00,OH,CRW,52.0,North-South,N534AE,102.0,CLT,2022-03-19 06:48:00,OH,DAY,-10.0,North-South,30.0,674.0,57.0,30.0,52.0,674.0,-10.0,0
432,N534AE,N534AE,95.0,CLE,2022-03-20 13:40:00,OH,PHL,118.0,East-West,N534AE,82.0,PHL,2022-03-20 16:18:00,OH,CLE,90.0,East-West,N534AE,80.0,MHT,2022-03-21 14:52:00,OH,PHL,2.0,East-West,63.0,1272.0,118.0,63.0,90.0,1272.0,2.0,1
433,N534AE,N534AE,82.0,PHL,2022-03-20 16:18:00,OH,CLE,90.0,East-West,N534AE,80.0,MHT,2022-03-21 14:52:00,OH,PHL,2.0,East-West,N534AE,92.0,PHL,2022-03-21 16:42:00,OH,MHT,-10.0,East-West,1272.0,30.0,90.0,1272.0,2.0,30.0,-10.0,0
434,N534AE,N534AE,134.0,DCA,2022-03-26 10:45:00,OH,ECP,-29.0,East-West,N534AE,81.0,SYR,2022-03-26 14:54:00,OH,DCA,-17.0,North-South,N534AE,75.0,HPN,2022-03-27 09:45:00,OH,DCA,-16.0,East-West,115.0,1050.0,-29.0,115.0,-17.0,1050.0,-16.0,0
435,N534AE,N534AE,81.0,SYR,2022-03-26 14:54:00,OH,DCA,-17.0,North-South,N534AE,75.0,HPN,2022-03-27 09:45:00,OH,DCA,-16.0,East-West,N534AE,71.0,DCA,2022-03-27 11:29:00,OH,HPN,-7.0,East-West,1050.0,29.0,-17.0,1050.0,-16.0,29.0,-7.0,0
436,N534AE,N534AE,75.0,HPN,2022-03-27 09:45:00,OH,DCA,-16.0,East-West,N534AE,71.0,DCA,2022-03-27 11:29:00,OH,HPN,-7.0,East-West,N534AE,144.0,ECP,2022-03-28 11:33:00,OH,DCA,-8.0,East-West,29.0,1373.0,-16.0,29.0,-7.0,1373.0,-8.0,0
437,N534AE,N534AE,132.0,DCA,2022-03-28 13:28:00,OH,ECP,-7.0,East-West,N534AE,104.0,DCA,2022-03-28 19:46:00,OH,SAV,5.0,North-South,N534AE,190.0,CLT,2022-03-29 06:15:00,OH,BGR,-42.0,East-West,246.0,525.0,-7.0,246.0,5.0,525.0,-42.0,0
438,N534AE,N534AE,104.0,DCA,2022-03-28 19:46:00,OH,SAV,5.0,North-South,N534AE,190.0,CLT,2022-03-29 06:15:00,OH,BGR,-42.0,East-West,N534AE,88.0,CSG,2022-03-29 20:29:00,OH,CLT,-10.0,East-West,525.0,664.0,5.0,525.0,-42.0,664.0,-10.0,0
439,N534AE,N534AE,190.0,CLT,2022-03-29 06:15:00,OH,BGR,-42.0,East-West,N534AE,88.0,CSG,2022-03-29 20:29:00,OH,CLT,-10.0,East-West,N534AE,147.0,LFT,2022-03-30 13:10:00,OH,CLT,73.0,East-West,664.0,913.0,-42.0,664.0,-10.0,913.0,73.0,3
440,N535EA,N535EA,96.0,PHL,2022-03-09 07:10:00,OH,DAY,-17.0,East-West,N535EA,63.0,PHL,2022-03-09 17:54:00,OH,DCA,0.0,East-West,N535EA,75.0,CRW,2022-03-10 16:34:00,OH,CLT,-24.0,North-South,548.0,1297.0,-17.0,548.0,0.0,1297.0,-24.0,0
441,N535EA,N535EA,63.0,PHL,2022-03-09 17:54:00,OH,DCA,0.0,East-West,N535EA,75.0,CRW,2022-03-10 16:34:00,OH,CLT,-24.0,North-South,N535EA,75.0,CLT,2022-03-10 18:19:00,OH,CRW,-2.0,North-South,1297.0,30.0,0.0,1297.0,-24.0,30.0,-2.0,0
442,N535EA,N535EA,122.0,CLT,2022-03-20 16:38:00,OH,PIA,-26.0,East-West,N535EA,88.0,CSG,2022-03-20 20:29:00,OH,CLT,0.0,East-West,N535EA,147.0,LFT,2022-03-21 13:10:00,OH,CLT,5.0,East-West,109.0,913.0,-26.0,109.0,0.0,913.0,5.0,1
443,N535EA,N535EA,113.0,DCA,2022-03-22 15:52:00,OH,HSV,-15.0,East-West,N535EA,83.0,ILM,2022-03-23 16:27:00,OH,DCA,-3.0,North-South,N535EA,80.0,DCA,2022-03-23 18:40:00,OH,ILM,-2.0,North-South,1362.0,50.0,-15.0,1362.0,-3.0,50.0,-2.0,0
444,N536EA,N536EA,75.0,CRW,2022-03-20 16:34:00,OH,CLT,-6.0,North-South,N536EA,75.0,CLT,2022-03-20 18:19:00,OH,CRW,8.0,North-South,N536EA,118.0,SBN,2022-03-20 20:19:00,OH,CLT,17.0,North-South,30.0,45.0,-6.0,30.0,8.0,45.0,17.0,2
445,N536EA,N536EA,75.0,CLT,2022-03-20 18:19:00,OH,CRW,8.0,North-South,N536EA,118.0,SBN,2022-03-20 20:19:00,OH,CLT,17.0,North-South,N536EA,158.0,SHV,2022-03-21 13:25:00,OH,CLT,-33.0,East-West,45.0,908.0,8.0,45.0,17.0,908.0,-33.0,0
446,N536EA,N536EA,94.0,CLT,2022-03-23 17:51:00,OH,SDF,-15.0,East-West,N536EA,134.0,MHT,2022-03-24 16:20:00,OH,CLT,13.0,East-West,N536EA,154.0,CLT,2022-03-24 19:11:00,OH,MHT,29.0,East-West,1255.0,37.0,-15.0,1255.0,13.0,37.0,29.0,2
447,N537EA,N537EA,76.0,GSO,2022-03-01 07:40:00,OH,DCA,4.0,East-West,N537EA,73.0,DCA,2022-03-01 09:32:00,OH,GSO,0.0,East-West,N537EA,154.0,ECP,2022-03-01 11:30:00,OH,DCA,-3.0,East-West,36.0,45.0,4.0,36.0,0.0,45.0,-3.0,0
448,N537EA,N537EA,130.0,DCA,2022-03-01 13:36:00,OH,ECP,0.0,East-West,N537EA,121.0,SDF,2022-03-01 17:26:00,OH,DCA,2.0,East-West,N537EA,96.0,DCA,2022-03-01 19:57:00,OH,SDF,-17.0,East-West,100.0,30.0,0.0,100.0,2.0,30.0,-17.0,0
449,N537EA,N537EA,121.0,SDF,2022-03-01 17:26:00,OH,DCA,2.0,East-West,N537EA,96.0,DCA,2022-03-01 19:57:00,OH,SDF,-17.0,East-West,N537EA,97.0,CLE,2022-03-02 13:45:00,OH,PHL,-3.0,East-West,30.0,972.0,2.0,30.0,-17.0,972.0,-3.0,0
450,N537EA,N537EA,58.0,ORF,2022-03-07 08:30:00,OH,DCA,-2.0,North-South,N537EA,83.0,ILM,2022-03-07 16:27:00,OH,DCA,102.0,North-South,N537EA,80.0,DCA,2022-03-07 18:40:00,OH,ILM,86.0,North-South,419.0,50.0,-2.0,419.0,102.0,50.0,86.0,3
451,N537EA,N537EA,132.0,DCA,2022-03-11 13:28:00,OH,ECP,3.0,East-West,N537EA,92.0,CAE,2022-03-11 17:22:00,OH,DCA,9.0,North-South,N537EA,91.0,DCA,2022-03-11 19:29:00,OH,CAE,5.0,North-South,102.0,35.0,3.0,102.0,9.0,35.0,5.0,1
452,N537EA,N537EA,88.0,CSG,2022-03-15 20:29:00,OH,CLT,-7.0,East-West,N537EA,70.0,CRW,2022-03-16 12:58:00,OH,CLT,-8.0,North-South,N537EA,75.0,CLT,2022-03-16 14:38:00,OH,CRW,-13.0,North-South,901.0,30.0,-7.0,901.0,-8.0,30.0,-13.0,0
453,N537EA,N537EA,70.0,CRW,2022-03-16 12:58:00,OH,CLT,-8.0,North-South,N537EA,75.0,CLT,2022-03-16 14:38:00,OH,CRW,-13.0,North-South,N537EA,100.0,CAK,2022-03-16 16:45:00,OH,CLT,-18.0,North-South,30.0,52.0,-8.0,30.0,-13.0,52.0,-18.0,0
